n2_id,x_n2,y_n2,ra_n2,dec_n2,mag_n2,n2_err,apert_n2,cps,correct_cps,mag_n2_correc,n2-v_1,xcd_n2,ycd_n2,r_n2,phi_n2,theta_n2,age,log(Z),mass,logl,logt,logg,phase,composition,log(weight),V,U,B,R,I,FUV,NUV,caf2,baf2,sapph,silica,nuv_silica,b15,b13,b4,n2,aFUV,aNUV,aV,aI,fuv-nuv,fuv-v,nuv-v,fuv-i,nuv-i,acaf2,an2,asapph,caf2-n2,sapph-n2,caf2-sapph,caf2-v,sapph-v,n2-v_2,V-I,Separation
110,757.489,1198.783,13.366287,-26.658689,19.135,0.037,18.935,0.1023292992,0.1025121606,18.933,2.529,2.3701,-0.6765,2.4647,344.0695,254.0695,9.35,-2.9208,1.34492898,1.2146,3.7965,3.4832,0,0.4787,-3.8753,1.744,2.85,2.051,1.65,1.618,10.591,5.087,10.87,10.217,9.888,8.368,4.824,5.308,4.963,4.461,4.229,25.359,19.855,16.512,16.386,5.504000000000001,8.847000000000001,3.343,8.973000000000003,3.469000000000001,25.637999999999998,18.997,24.656,6.640999999999998,5.658999999999999,0.9819999999999993,9.125999999999998,8.143999999999998,2.4849999999999994,0.12600000000000122,0.07766551097603967
3715,2236.498,2402.562,13.133747,-26.583628,19.661,0.062,19.461,0.0630376479,0.0631069784,19.46,2.198,0.447,-0.8408,0.9523,297.9969,207.9969,9.7,-2.9208,1.06313205,0.8723,3.8297,3.856,0,0.4787,-3.2652,2.558,3.601,2.778,2.52,2.535,9.793,5.501,9.953,9.408,9.082,7.729,5.292,5.677,5.377,4.974,4.78,24.561,20.269000000000002,17.326,17.303,4.291999999999998,7.234999999999999,2.9430000000000014,7.257999999999999,2.966000000000001,24.721,19.548000000000002,23.85,5.172999999999998,4.302,0.8709999999999987,7.395,6.524000000000001,2.2220000000000013,0.022999999999999687,0.09121492932036288
158,2142.953,1341.085,13.19081,-26.696061,20.561,0.072,20.361,0.0275169313,0.0275301311,20.36,2.093,0.1708,-0.4536,0.4847,290.6351,200.6351,9.75,-2.9208,0.97173083,0.493,3.8458,4.2608,0,0.4787,-2.93,3.509,4.516,3.698,3.485,3.516,10.106,6.246,10.235,9.728,9.404,8.128,6.058,6.402,6.123,5.762,5.59,24.874000000000002,21.014000000000003,18.277,18.284,3.8599999999999994,6.597000000000001,2.737000000000002,6.590000000000003,2.730000000000004,25.003,20.358,24.172,4.645,3.814,0.8309999999999995,6.725999999999999,5.895,2.0809999999999995,-0.006999999999997897,0.012165561449703403
2032,2177.619,2169.416,13.150966,-26.606859,19.722,0.07,19.522,0.0595936519,0.0596556088,19.521,2.09,0.5564,-0.4484,0.7146,321.1318,231.1318,9.65,-2.9208,1.08370304,0.8288,3.8619,4.0365,0,0.4787,-3.0235,2.649,3.672,2.786,2.665,2.712,8.763,5.321,8.874,8.413,8.092,6.94,5.15,5.468,5.198,4.869,4.71,23.531,20.089,17.417,17.48,3.442,6.113999999999997,2.671999999999997,6.050999999999998,2.608999999999998,23.642000000000003,19.478,22.86,4.1640000000000015,3.381999999999998,0.7820000000000036,6.225000000000001,5.442999999999998,2.061,-0.06299999999999883,0.05186508602422763
2815,2187.947,2274.95,13.145168,-26.59572,20.813,0.087,20.613,0.0218172496,0.0218255463,20.613,2.138,0.9623,-0.2828,1.003,343.6243,253.6243,9.85,-2.9208,0.92008972,0.4174,3.8307,4.2522,0,0.4787,-3.3501,3.709,4.715,3.934,3.667,3.679,10.779,6.553,10.937,10.39,10.065,8.708,6.347,6.721,6.431,6.035,5.848,25.547,21.321,18.477,18.447,4.225999999999999,7.07,2.844000000000001,7.100000000000001,2.8740000000000023,25.705,20.616,24.833,5.088999999999999,4.216999999999999,0.8719999999999999,7.227999999999998,6.355999999999998,2.1389999999999993,0.030000000000001137,0.0031614489340413845
4577,2319.288,2595.513,13.115333,-26.565704,20.09,0.072,19.89,0.0424619564,0.0424933989,19.889,1.948,1.0108,-0.2302,1.0367,347.1694,257.1694,9.2,-2.9208,1.14851093,0.5764,3.8865,4.4135,0,0.4787,-2.6643,3.306,4.24,3.382,3.366,3.437,8.545,5.64,8.656,8.238,7.92,6.918,5.496,5.761,5.526,5.249,5.12,23.313000000000002,20.408,18.074,18.205000000000002,2.905000000000001,5.239000000000001,2.3339999999999996,5.1080000000000005,2.2029999999999994,23.424,19.888,22.688000000000002,3.535999999999998,2.8000000000000007,0.7359999999999971,5.349999999999998,4.614000000000001,1.814,-0.13100000000000023,0.1340036850607814
1557,1143.926,2090.327,13.280726,-26.576017,20.516,0.072,20.316,0.0286813771,0.0286957181,20.315,1.883,1.5701,0.3881,1.6173,13.884,283.884,9.0,-2.9208,1.11652803,0.4562,3.8694,4.453,0,0.4787,-2.3667,3.599,4.565,3.725,3.626,3.674,9.4,6.092,9.505,9.051,8.73,7.598,5.93,6.227,5.971,5.662,5.517,24.168,20.86,18.367,18.442,3.308,5.800999999999998,2.4929999999999986,5.725999999999999,2.4179999999999993,24.273000000000003,20.285,23.498,3.988000000000003,3.213000000000001,0.7750000000000021,5.906000000000002,5.131,1.9179999999999993,-0.07499999999999929,0.0460980575390115
3134,1386.196,2318.552,13.2413,-26.560329,20.781,0.084,20.581,0.022469841,0.0224786417,20.581,2.075,0.546,1.5084,1.6042,70.1004,340.1004,9.7,-2.9208,0.96689135,0.4045,3.8424,4.334,0,0.4787,-2.5267,3.735,4.734,3.933,3.705,3.731,10.409,6.477,10.543,10.028,9.703,8.408,6.286,6.635,6.355,5.987,5.813,25.177,21.245,18.503,18.499000000000002,3.9319999999999986,6.6739999999999995,2.742000000000001,6.677999999999997,2.7459999999999987,25.311,20.581,24.471,4.73,3.8900000000000006,0.8399999999999999,6.808,5.968,2.0779999999999994,0.003999999999997783,0.0029999523815160043
178,1902.836,1396.123,13.217796,-26.680874,20.115,0.066,19.915,0.0414954043,0.0415254309,19.914,1.954,1.3457,1.3829,1.9296,45.7807,315.7807,9.5,-2.9208,1.08684826,0.6037,3.8748,4.3151,0,0.4787,-3.3119,3.225,4.197,3.331,3.268,3.325,8.893,5.709,8.999,8.557,8.237,7.147,5.552,5.842,5.589,5.288,5.145,23.661,20.477,17.993000000000002,18.093,3.184000000000001,5.667999999999999,2.483999999999998,5.568000000000001,2.3840000000000003,23.767000000000003,19.913,23.005000000000003,3.8540000000000028,3.0920000000000023,0.7620000000000005,5.774000000000001,5.0120000000000005,1.9199999999999982,-0.09999999999999787,0.03401468588399385
4616,1700.089,2606.652,13.190546,-26.540834,20.62,0.121,20.42,0.0260615355,0.0260733755,20.42,2.01,-1.203,0.1723,1.2153,171.8479,81.8479,9.45,-2.9208,1.04052329,0.4335,3.857,4.3952,0,0.4787,-2.4545,3.655,4.645,3.818,3.653,3.69,9.867,6.275,9.981,9.5,9.178,7.966,6.1,6.421,6.153,5.818,5.66,24.635,21.043,18.423000000000002,18.458000000000002,3.5920000000000023,6.212,2.6199999999999974,6.177,2.5849999999999973,24.749000000000002,20.428,23.946,4.3210000000000015,3.5180000000000007,0.8030000000000008,6.3260000000000005,5.523,2.004999999999999,-0.03500000000000014,0.009433911380513292
5001,2211.662,2809.825,13.119277,-26.538171,20.911,0.111,20.711,0.0199342546,0.0199411807,20.711,2.084,1.2334,-0.468,1.3192,339.2211,249.2211,9.6,-2.9208,0.97650045,0.3444,3.8413,4.394,0,0.4787,-2.4224,3.888,4.881,4.09,3.856,3.88,10.577,6.623,10.713,10.194,9.87,8.567,6.431,6.781,6.502,6.132,5.958,25.345,21.391000000000002,18.656,18.648,3.953999999999997,6.689,2.735000000000003,6.696999999999999,2.743000000000002,25.481,20.726,24.637999999999998,4.755000000000003,3.911999999999999,0.8430000000000035,6.825000000000003,5.981999999999999,2.0700000000000003,0.007999999999999119,0.020518036519016843
2312,2142.685,2209.3,13.153522,-26.601166,20.218,0.084,20.018,0.0377398353,0.0377646705,20.017,2.068,0.9232,0.0323,0.9238,2.0021,272.0021,9.7,-2.9208,1.01397145,0.5964,3.8573,4.2221,0,0.4787,-2.9667,3.24,4.247,3.396,3.242,3.281,9.472,5.9,9.586,9.11,8.788,7.589,5.725,6.048,5.778,5.441,5.28,24.240000000000002,20.668,18.008000000000003,18.049,3.5720000000000027,6.231999999999999,2.6599999999999966,6.1910000000000025,2.6189999999999998,24.354,20.048000000000002,23.556,4.305999999999997,3.507999999999999,0.7979999999999983,6.3459999999999965,5.547999999999998,2.039999999999999,-0.04099999999999682,0.04177310235946213
1582,1889.428,2095.634,13.189367,-26.603914,19.761,0.073,19.561,0.0574910182,0.0575486774,19.56,1.906,1.3976,0.1753,1.4086,7.1489,277.1489,9.55,-2.9208,1.10242176,0.7125,3.8806,4.2355,0,0.4787,-2.5474,2.952,3.917,3.035,3.007,3.074,8.365,5.389,8.478,8.055,7.737,6.721,5.241,5.517,5.274,4.985,4.848,23.133000000000003,20.157,17.72,17.842,2.9760000000000026,5.413000000000004,2.437000000000001,5.291000000000004,2.3150000000000013,23.246000000000002,19.616,22.505000000000003,3.6300000000000026,2.889000000000003,0.7409999999999997,5.526000000000003,4.785000000000004,1.8960000000000008,-0.12199999999999989,0.056886379539700514
1908,1885.526,2154.133,13.187329,-26.597372,19.768,0.076,19.568,0.0571215522,0.0571784722,19.567,2.579,1.3047,1.1289,1.7253,40.8682,310.8682,9.55,-2.9208,1.17722023,1.0412,3.7862,3.5571,0,0.4787,-3.6847,2.199,3.327,2.54,2.081,2.028,11.455,5.652,11.763,11.087,10.757,9.211,5.373,5.887,5.53,4.997,4.759,26.223,20.42,16.967,16.796,5.802999999999997,9.256,3.453000000000003,9.427,3.6240000000000023,26.531,19.527,25.525,7.003999999999998,5.9979999999999976,1.0060000000000002,9.564,8.558,2.5600000000000023,0.17099999999999937,0.04428266804681568
2280,1936.798,2205.35,13.17886,-26.593733,19.861,0.06,19.661,0.0524324317,0.0524803849,19.66,2.496,0.3715,1.6126,1.6548,77.0285,347.0285,9.65,-2.9208,1.1049366,0.9614,3.7869,3.6122,0,0.4787,-3.6545,2.398,3.519,2.737,2.282,2.231,11.583,5.828,11.888,11.213,10.883,9.34,5.551,6.06,5.707,5.177,4.94,26.351,20.596,17.166,16.999000000000002,5.754999999999999,9.184999999999999,3.4299999999999997,9.351999999999997,3.5969999999999978,26.656,19.708000000000002,25.651,6.947999999999997,5.942999999999998,1.004999999999999,9.489999999999998,8.485,2.5420000000000016,0.16699999999999804,0.0664831550891635
2419,1715.597,2223.479,13.205121,-26.583302,19.346,0.069,19.146,0.0842558375,0.0843797569,19.144,1.704,0.0231,1.9539,1.954,89.3224,359.3224,9.35,-2.9208,1.22389805,0.8243,3.9103,4.2879,0,0.4787,-2.6468,2.726,3.601,2.718,2.825,2.929,6.899,4.793,7.066,6.7,6.413,5.687,4.685,4.879,4.709,4.486,4.387,21.667,19.561,17.494,17.697,2.1060000000000016,4.173000000000002,2.067,3.9700000000000024,1.8640000000000008,21.834,19.155,21.181,2.6789999999999985,2.026,0.6529999999999987,4.34,3.687000000000001,1.6610000000000014,-0.2029999999999994,0.04438490147172396
2464,1748.304,2228.219,13.200919,-26.584033,20.548,0.072,20.348,0.0278483841,0.0278619038,20.347,2.088,0.665,0.1173,0.6752,10.0046,280.0046,9.75,-2.9208,0.97481191,0.5071,3.8467,4.2517,0,0.4787,-3.3678,3.472,4.479,3.658,3.451,3.482,10.033,6.203,10.16,9.657,9.333,8.066,6.017,6.359,6.081,5.721,5.551,24.801000000000002,20.971,18.240000000000002,18.25,3.830000000000002,6.561,2.730999999999998,6.551000000000002,2.721,24.928,20.319000000000003,24.101,4.608999999999998,3.7819999999999965,0.8270000000000017,6.687999999999999,5.860999999999997,2.0790000000000006,-0.00999999999999801,0.029411016647784834
2681,1855.572,2256.755,13.18658,-26.585012,18.878,0.047,18.678,0.1296582035,0.1299519675,18.676,2.023,0.0395,0.6336,0.6348,86.4353,356.4353,9.4,-2.9208,1.27994883,1.1245,3.8887,3.9207,0,0.4787,-3.0107,1.913,2.896,1.953,1.992,2.079,7.018,4.352,7.147,6.747,6.434,5.523,4.216,4.468,4.249,3.976,3.844,21.786,19.12,16.681,16.847,2.6660000000000004,5.105,2.439,4.939,2.2729999999999997,21.915,18.612000000000002,21.202,3.3029999999999973,2.59,0.7129999999999974,5.233999999999998,4.521000000000001,1.931000000000001,-0.16600000000000037,0.11207174721213584
3120,1983.197,2315.857,13.168438,-26.583428,20.373,0.071,20.173,0.0327189984,0.0327376629,20.172,2.047,0.2646,0.7881,0.8313,71.4383,341.4383,9.7,-2.9208,1.00338173,0.552,3.8547,4.2514,0,0.4787,-3.3768,3.353,4.358,3.517,3.349,3.386,9.648,6.023,9.764,9.282,8.96,7.747,5.846,6.173,5.901,5.56,5.397,24.416,20.791,18.121000000000002,18.154,3.625,6.294999999999998,2.669999999999998,6.2620000000000005,2.6370000000000005,24.532,20.165,23.728,4.367000000000001,3.5630000000000024,0.8039999999999985,6.410999999999998,5.606999999999999,2.043999999999997,-0.0329999999999977,0.0076165595210305765
3337,1925.474,2345.524,13.174219,-26.577981,19.96,0.055,19.76,0.0478630092,0.0479029642,19.759,1.704,0.8002,0.8107,1.1391,45.3733,315.3734,9.0,-2.9208,1.19108307,0.5998,3.8964,4.4456,0,0.4787,-2.5322,3.264,4.162,3.311,3.338,3.421,8.107,5.472,8.233,7.835,7.524,6.617,5.34,5.583,5.364,5.107,4.989,22.875,20.240000000000002,18.032,18.189,2.634999999999998,4.843,2.208000000000002,4.686,2.051000000000002,23.001,19.757,22.292,3.2439999999999998,2.535,0.7089999999999996,4.969000000000001,4.260000000000002,1.7250000000000014,-0.15700000000000003,0.02109510070172491
3819,1790.646,2419.385,13.187525,-26.564759,19.639,0.053,19.439,0.0643279927,0.0644001928,19.438,1.747,1.6232,0.965,1.8884,30.732,300.732,9.4,-2.9208,1.16351271,0.7268,3.8971,4.3107,0,0.4787,-2.9237,2.941,3.852,2.976,3.021,3.109,7.717,5.171,7.852,7.459,7.151,6.275,5.042,5.278,5.068,4.814,4.696,22.485,19.939,17.709,17.877000000000002,2.5459999999999994,4.776,2.2300000000000004,4.607999999999997,2.0619999999999976,22.62,19.464,21.919,3.1560000000000024,2.455000000000002,0.7010000000000005,4.911000000000001,4.210000000000001,1.754999999999999,-0.1680000000000028,0.027203209700248834
3862,1552.955,2427.242,13.216243,-26.55482,19.901,0.078,19.701,0.0505358995,0.0505804444,19.7,1.916,1.674,1.2554,2.0924,36.8664,306.8664,9.55,-2.9208,1.09175038,0.6787,3.8782,4.2554,0,0.4787,-3.3606,3.036,4.005,3.128,3.086,3.15,8.549,5.495,8.659,8.229,7.911,6.867,5.343,5.625,5.378,5.084,4.944,23.317,20.263,17.804000000000002,17.918,3.0539999999999985,5.512999999999998,2.4589999999999996,5.399000000000001,2.3450000000000024,23.427,19.712,22.679000000000002,3.715,2.9670000000000023,0.7479999999999976,5.6229999999999976,4.875,1.9079999999999977,-0.11399999999999721,0.014421575065311262
3946,1905.194,2440.324,13.172623,-26.566846,20.037,0.065,19.837,0.0445861528,0.0446208215,19.836,1.947,0.4247,1.7543,1.805,76.391,346.391,9.6,-2.9208,1.06562364,0.6508,3.8713,4.2455,0,0.4787,-3.0865,3.102,4.087,3.215,3.139,3.193,8.863,5.632,8.97,8.525,8.205,7.106,5.472,5.769,5.512,5.204,5.057,23.631,20.4,17.87,17.961000000000002,3.2310000000000016,5.760999999999999,2.5299999999999976,5.669999999999998,2.4389999999999965,23.738,19.825000000000003,22.973,3.9129999999999967,3.147999999999996,0.7650000000000006,5.8679999999999986,5.102999999999998,1.9550000000000018,-0.09100000000000108,0.013601812675442151
1672,1988.221,2114.675,13.176472,-26.605607,20.203,0.066,20.003,0.0382648487,0.03829038,20.002,2.357,1.79,1.2977,2.2109,35.9404,305.9404,9.85,-2.9208,0.96827638,0.7472,3.8073,3.8505,0,0.4787,-3.2584,2.899,3.961,3.179,2.824,2.808,10.979,6.038,11.203,10.593,10.265,8.807,5.798,6.236,5.916,5.454,5.239,25.747,20.806,17.667,17.576,4.940999999999999,8.079999999999998,3.1389999999999993,8.171,3.2300000000000004,25.971,20.007,25.033,5.963999999999999,5.026,0.9379999999999988,8.303999999999998,7.366,2.34,0.09100000000000108,0.01771992493352776
1676,1964.684,2115.804,13.1793,-26.604584,20.166,0.072,19.966,0.0395913217,0.0396186547,19.965,1.967,0.3106,-0.4975,0.5865,301.9777,211.9777,9.55,-2.9208,1.06706023,0.591,3.8703,4.3017,0,0.4787,-2.7892,3.254,4.235,3.373,3.287,3.339,9.039,5.778,9.146,8.698,8.378,7.267,5.617,5.914,5.658,5.348,5.202,23.807000000000002,20.546,18.022000000000002,18.107,3.261000000000003,5.785,2.5239999999999974,5.700000000000003,2.439,23.914,19.97,23.146,3.9440000000000026,3.176000000000002,0.7680000000000007,5.8919999999999995,5.123999999999999,1.9479999999999968,-0.0849999999999973,0.019646851250557575
1913,1616.998,2154.937,13.22012,-26.587026,20.54,0.082,20.34,0.0280543364,0.0280680569,20.339,1.905,0.6724,-0.5686,0.8806,319.7791,229.7791,9.15,-2.9208,1.09336686,0.4423,3.8639,4.436,0,0.4787,-2.6276,3.633,4.611,3.777,3.647,3.689,9.615,6.183,9.723,9.258,8.937,7.769,6.016,6.323,6.062,5.741,5.591,24.383000000000003,20.951,18.401,18.457,3.432000000000002,5.982000000000003,2.5500000000000007,5.926000000000002,2.4939999999999998,24.491,20.359,23.705,4.131999999999998,3.3459999999999965,0.7860000000000014,6.09,5.3039999999999985,1.958000000000002,-0.05600000000000094,0.0566478151123785
